Player Name,Position,Team,Slate Type,Date,Role,Salary,Draftable ID,Projected FP,Combined FP,Value,Implied FP,Passing TDs,Rushing Yards,Receiving Yards,Passing Yards,Rush+Rec Yards,Anytime TD,Passing Attempts,Fantasy Score,Headshot URL,Game Start Time,Match Title (Underdog),Game Short Title (Underdog),Venue Name (Underdog),Venue Type (Underdog),Broadcasts (Underdog),Game Start Time (DRAFTTABLE),Proj Pass Comp,Proj Pass Att,Proj Comp %,Proj Pass Yds,Proj Pass AVG,Proj Pass Long,Proj Pass TDs,Proj INT,Proj Passer Rating,Proj Rush Att,Proj Rush Yds,Proj Rush AVG,Proj Rush Long,Proj Rush TDs,Proj Rec,Proj Targets,Proj Rec Yds,Proj Rec AVG,Proj Rec Long,Proj Rec TDs,Proj Anytime TD,Proj Fumbles,Proj Fumbles Lost,Proj FG,Proj PAT,Proj Kick Pts
Treyton Welch,CPT,NO,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081516,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/789357.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Stone Smartt,CPT,NO,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081517,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/642965.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Moliki Matavao,CPT,NO,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081518,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/886175.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Gordon,CPT,DET,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081519,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/918894.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Wood,CPT,NO,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081520,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/18896.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Mason Tipton,CPT,NO,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081521,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/788091.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Julian Hill,CPT,NE,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 9:50PM ( @ ),300,44068685,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/708397.png,,,,,,,9/9/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Dixon,CPT,NE,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 9:50PM ( @ ),300,44068686,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/973055.png,,,,,,,9/9/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricky White III,CPT,SEA,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 9:50PM ( @ ),300,44068688,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/886126.png,,,,,,,9/9/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacardia Wright,CPT,SEA,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 9:50PM ( @ ),300,44068690,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/893973.png,,,,,,,9/9/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Shane Zylstra,CPT,NE,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 9:50PM ( @ ),300,44068691,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/562738.png,,,,,,,9/9/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremiah Webb,CPT,NE,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 9:50PM ( @ ),300,44068692,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/895053.png,,,,,,,9/9/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Irvin Charles,CPT,SEA,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 9:50PM ( @ ),300,44068693,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/641664.png,,,,,,,9/9/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmanuel Henderson Jr.,CPT,SEA,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 9:50PM ( @ ),300,44068694,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/957917.png,,,,,,,9/9/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Myles Montgomery,CPT,NE,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 9:50PM ( @ ),300,44068695,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/973058.png,,,,,,,9/9/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameron Dorner,CPT,NE,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 9:50PM ( @ ),300,44068696,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/973056.png,,,,,,,9/9/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Julian Hicks,CPT,SEA,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 9:50PM ( @ ),300,44068697,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/789032.png,,,,,,,9/9/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Robbie Ouzts,CPT,SEA,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 9:50PM ( @ ),300,44068698,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/886177.png,,,,,,,9/9/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayden Higgins,CPT,HOU,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44082119,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/886112.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Noah Whittington,CPT,HOU,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44082121,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/957812.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Tank Dell,CPT,HOU,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44082122,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/706546.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Ja'Mori Maclin,CPT,BUF,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44082123,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/972991.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Kelly,CPT,HOU,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44082125,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/886140.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Sobkowicz,CPT,HOU,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44082126,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/972959.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen Gosnell,CPT,BUF,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44082127,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/895195.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaire Mitchell-Paden,CPT,HOU,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44082132,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/642636.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Brevin Jordan,CPT,HOU,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44082133,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/557636.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Gronowski,CPT,HOU,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44082134,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/957829.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrell Shavers,CPT,BUF,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44082135,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/708236.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Jones,CPT,ATL,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081708,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/957878.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Cole Burgess,CPT,PIT,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081709,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/789474.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Max Hurleman,CPT,PIT,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081710,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/895489.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Muse,CPT,ATL,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081711,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/641123.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake McRee,CPT,PIT,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081713,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/957836.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Velling,CPT,ATL,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081714,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/957931.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Vinny Anthony II,CPT,ATL,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081715,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/957929.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Lew Nichols,CPT,PIT,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081716,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/706708.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Johnson,CPT,PIT,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081718,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/642711.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Antwane Wells Jr.,CPT,ATL,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081719,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/886120.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Goodson,CPT,ATL,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081720,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/641290.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Dylan Drummond,CPT,ATL,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081721,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/708562.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Smith,CPT,PIT,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081722,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/561378.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Beaux Collins,CPT,ATL,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081723,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/886146.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Travis Homer,CPT,PIT,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081724,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/19869.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Trey Sermon,CPT,ATL,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081725,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/546223.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Randall,CPT,BAL,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081813,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/957883.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Ward,CPT,BAL,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081814,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/486106.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Davon Booth,CPT,IND,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081815,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/957942.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson Castle,CPT,IND,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081816,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/974892.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Moore,CPT,BAL,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081817,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/17253.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier Guillory,CPT,BAL,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081818,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/894441.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Coleman Owen,CPT,IND,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081819,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/895032.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
D.J. Montgomery,CPT,IND,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081820,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/14727.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Gould,CPT,IND,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081822,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/787919.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Mallory,CPT,IND,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081825,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/706637.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Ty Pezza,CPT,BAL,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081826,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/971512.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Vannett,CPT,BAL,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081827,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/20040.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Pharaoh Brown,CPT,IND,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081828,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/14384.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Carson Towt,CPT,IND,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081829,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/963879.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Brittain Brown,CPT,CHI,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081918,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/641146.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Tyus III,CPT,CAR,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081919,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/895014.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Ahmani Marshall,CPT,CAR,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081920,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/894970.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Salvon Ahmed,CPT,CHI,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081921,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/485711.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Brazzell II,CPT,CAR,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081922,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/957927.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Ja'seem Reed,CPT,CAR,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081923,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/894975.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Scotty Miller,CPT,CHI,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081924,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/20171.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
David Moore,CPT,CAR,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081925,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/19931.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
JP Richardson,CPT,CHI,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081926,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/894929.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey Washington,CPT,CAR,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081927,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/787948.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaden Davis,CPT,CHI,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081928,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/642709.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Qadir Ismail,CPT,CHI,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081930,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/790558.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Hayden Large,CPT,CHI,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081931,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/972968.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikola Kalinic,CPT,CHI,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081932,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/629884.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen Carlson,CPT,CHI,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081933,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/14420.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
J'Mari Taylor,CPT,JAX,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081607,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/957830.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaleel McLaughlin,CPT,CLE,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081608,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/708414.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Trebor Pena,CPT,JAX,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081610,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/957820.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Wortham,CPT,JAX,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081611,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/957947.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamari Thrash,CPT,CLE,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081613,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/787916.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Trammell,CPT,JAX,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081615,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/561434.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Kole Wilson,CPT,CLE,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081616,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/972950.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Royer,CPT,CLE,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081618,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/teams/50/18325.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Jones,CPT,JAX,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081619,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/561320.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Messiah Swinson,CPT,CLE,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081621,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/788350.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Hayden Rucci,CPT,JAX,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44081623,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/788366.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Carter,CPT,TEN,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44082221,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/546459.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Chip Trayanum,CPT,NYJ,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44082222,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/788315.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalel Mullings,CPT,TEN,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),300,44082224,0,0.18,0,0.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/886066.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
