Player Name,Position,Team,Slate Type,Date,Role,Salary,Draftable ID,Projected FP,Combined FP,Value,Implied FP,Passing TDs,Rushing Yards,Receiving Yards,Passing Yards,Rush+Rec Yards,Anytime TD,Passing Attempts,Fantasy Score,Headshot URL,Game Start Time,Match Title (Underdog),Game Short Title (Underdog),Venue Name (Underdog),Venue Type (Underdog),Broadcasts (Underdog),Game Start Time (DRAFTTABLE),Proj Pass Comp,Proj Pass Att,Proj Comp %,Proj Pass Yds,Proj Pass AVG,Proj Pass Long,Proj Pass TDs,Proj INT,Proj Passer Rating,Proj Rush Att,Proj Rush Yds,Proj Rush AVG,Proj Rush Long,Proj Rush TDs,Proj Rec,Proj Targets,Proj Rec Yds,Proj Rec AVG,Proj Rec Long,Proj Rec TDs,Proj Anytime TD,Proj Fumbles,Proj Fumbles Lost,Proj FG,Proj PAT,Proj Kick Pts
Tommy Tremble,CPT,CAR,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),4200,44081905,4.59,5.98,1.09,12.6,,,0.5,,,,,,https://dkn.gs/sports/images/nfl/players/50/560756.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,2.08,3,15.5,7.45,,,0.16,,,,,
Samaje Perine,CPT,CIN,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),4500,44082005,4.68,5.97,1.04,13.5,,9.5,1.5,,,,,3.5,https://dkn.gs/sports/images/nfl/players/50/13936.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,4.96,19.5,3.93,,,1.44,2,8.07,5.6,6.5,,0.2,,,,,
Jalen Nailor,WR,LV,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",4300,43727719,4.63,5.95,1.08,12.9,,,1.5,,,,,3,https://dkn.gs/sports/images/nfl/players/50/641086.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,2.2,3.5,21.2,9.64,12.5,,0.16,,,,,
Gunnar Helm,TE,TEN,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",3200,43728259,5.24,5.94,1.64,9.6,,,7.5,,,,,3,https://dkn.gs/sports/images/nfl/players/50/886167.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,2.72,3.5,22.5,8.27,12.5,,0.15,,,,,
Gunnar Helm,TE,TEN,Early,9/13/2026,"Early 9/13 1:00PM, 8 Games",3200,44070268,5.24,5.94,1.64,9.6,,,7.5,,,,,3,https://dkn.gs/sports/images/nfl/players/50/886167.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,2.72,3.5,22.5,8.27,12.5,,0.15,,,,,
Caleb Douglas,WR,MIA,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",3000,43728009,5.33,5.92,1.78,9,,,6.5,,,,,3.5,https://dkn.gs/sports/images/nfl/players/50/957910.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,2.47,3.5,25.49,10.32,,,0.16,,,,,
Brian Robinson Jr.,CPT,ATL,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),6000,44081694,3.13,5.91,0.52,18,,20.5,,,,,,,https://dkn.gs/sports/images/nfl/players/50/640926.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,0,,,,,,6.46,20.5,3.17,,0.34,,,1,,,0,0.18,,,,,
Darnell Washington,CPT,PIT,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),5100,44081697,4.12,5.91,0.81,15.3,,,2.5,,,,,4,https://dkn.gs/sports/images/nfl/players/50/700311.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,2.05,2.5,18.34,8.95,11.5,,0.14,,,,,
Kyle Monangai,CPT,CHI,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),7500,44081897,1.74,5.89,0.23,22.5,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/886080.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.29,,,,,
Keenan Allen,CPT,IND,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),8100,44081792,1.26,5.87,0.16,24.3,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/19006.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.21,,,,,
Justice Hill,CPT,BAL,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),4800,44081799,4.39,5.86,0.91,14.4,,9.5,1.5,,,,,3,https://dkn.gs/sports/images/nfl/players/50/17139.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,7.38,,,,2.22,2.5,12,5.41,9.5,,0.14,,,,,
Andy Borregales,K,NE,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 8:20PM ( @ ),5000,43782051,3.9,5.82,0.78,15,,,,,,,,7.5,https://dkn.gs/sports/images/nfl/players/50/893004.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/9/2026,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
Andy Borregales,K,NE,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 9:20PM ( @ ),5000,44068609,3.9,5.82,0.78,15,,,,,,,,7.5,https://dkn.gs/sports/images/nfl/players/50/893004.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/9/2026,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
Andy Borregales,K,NE,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 9:50PM ( @ ),5000,44068717,3.9,5.82,0.78,15,,,,,,,,7.5,https://dkn.gs/sports/images/nfl/players/50/893004.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/9/2026,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
Jeremiyah Love,RB,ARI,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",6400,43727345,3.01,5.82,0.47,19.2,,,11.5,,,,,,https://dkn.gs/sports/images/nfl/players/50/957946.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,1.5,2,11.5,7.67,8.5,,0.31,,,,,
Chris Rodriguez Jr.,RB,JAX,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),4400,44081544,4.53,5.8,1.03,13.2,,13.5,1.5,,,,,4,https://dkn.gs/sports/images/nfl/players/50/706670.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,0,,,,,,8.65,33.5,3.87,,0.42,0.5,1,1.5,3,2.5,0,0.34,,,,,
TreVeyon Henderson,RB,NE,Classic,9/9/2026,"Classic 9/9 8:20PM, 16 Games",5200,44037683,3.35,5.8,0.64,15.6,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/875679.png,,,,,,,9/9/2026,,,,,,,,,,,33.5,,,,,,,,,,,,,,,
DeMario Douglas,CPT,NE,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 8:20PM ( @ ),4500,43782122,4.25,5.73,0.94,13.5,,,4.5,,,,,2,https://dkn.gs/sports/images/nfl/players/50/706685.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/9/2026,,,,,,,,,,,,,,,2.09,3,20.13,9.63,13.11,,0.11,,,,,
DeMario Douglas,CPT,NE,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 9:20PM ( @ ),4500,44068563,4.25,5.73,0.94,13.5,,,4.5,,,,,2,https://dkn.gs/sports/images/nfl/players/50/706685.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/9/2026,,,,,,,,,,,,,,,2.09,3,20.13,9.63,13.11,,0.11,,,,,
DeMario Douglas,CPT,NE,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 9:50PM ( @ ),4500,44068671,4.25,5.73,0.94,13.5,,,4.5,,,,,2,https://dkn.gs/sports/images/nfl/players/50/706685.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/9/2026,,,,,,,,,,,,,,,2.09,3,20.13,9.63,13.11,,0.11,,,,,
Isaac TeSlaa,CPT,DET,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),5400,44081488,3.72,5.72,0.69,16.2,,,2.5,,,,,2,https://dkn.gs/sports/images/nfl/players/50/886155.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,1.6,2.5,17.71,11.07,12.88,,0.17,,,,,
Xavier Hutchinson,CPT,HOU,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),4500,44082108,4.19,5.68,0.93,13.5,,,4.5,,,,,2.5,https://dkn.gs/sports/images/nfl/players/50/706681.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,2.19,3.5,16.94,7.74,11.74,,0.16,,,,,
Mike Gesicki,TE,CIN,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",3100,43728263,4.96,5.65,1.6,9.3,,,9.5,,,,,2.5,https://dkn.gs/sports/images/nfl/players/50/14499.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,2.4,3.5,20.29,8.45,11.5,,0.21,,,,,
Mike Gesicki,TE,CIN,Early,9/13/2026,"Early 9/13 1:00PM, 8 Games",3100,44070274,4.96,5.65,1.6,9.3,,,9.5,,,,,2.5,https://dkn.gs/sports/images/nfl/players/50/14499.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,2.4,3.5,20.29,8.45,11.5,,0.21,,,,,
Justice Hill,RB,BAL,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",4200,43727449,4.39,5.59,1.05,12.6,,9.5,1.5,,,,,3,https://dkn.gs/sports/images/nfl/players/50/17139.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,7.38,,,,2.22,2.5,12,5.41,9.5,,0.14,,,,,
Justice Hill,RB,BAL,Early,9/13/2026,"Early 9/13 1:00PM, 8 Games",4200,44069852,4.39,5.59,1.05,12.6,,9.5,1.5,,,,,3,https://dkn.gs/sports/images/nfl/players/50/17139.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,7.38,,,,2.22,2.5,12,5.41,9.5,,0.14,,,,,
Kenyon Sadiq,TE,NYJ,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",3800,43728239,4.42,5.54,1.16,11.4,,,20.5,,,,,3,https://dkn.gs/sports/images/nfl/players/50/954040.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,2.39,3,18.55,7.76,10.5,,0.12,,,,,
Kenyon Sadiq,TE,NYJ,Early,9/13/2026,"Early 9/13 1:00PM, 8 Games",3800,44070252,4.42,5.54,1.16,11.4,,,20.5,,,,,3,https://dkn.gs/sports/images/nfl/players/50/954040.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,2.39,3,18.55,7.76,10.5,,0.12,,,,,
Terrance Ferguson,TE,LAR,Showdown Captain Mode,9/10/2026,Showdown Captain Mode 9/10 8:35PM ( @ ),3200,44080737,4.74,5.52,1.48,9.6,,,4.5,,,,,3,https://dkn.gs/sports/images/nfl/players/50/886170.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/10/2026,,,,,,,,,,,,,,,1.94,3,24.5,12.63,15.81,,0.17,,,,,
Blake Grupe,CPT,NYJ,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),7200,44082204,1.78,5.48,0.25,21.6,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/706879.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.78,
Demarcus Robinson,CPT,SF,Showdown Captain Mode,9/10/2026,Showdown Captain Mode 9/10 8:35PM ( @ ),5700,44080788,3,5.44,0.53,17.1,,,1.5,,,,,,https://dkn.gs/sports/images/nfl/players/50/11863.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/10/2026,,,,,,,,,,,,,,,1.29,1.5,11.08,8.59,10.5,,0.1,,,,,
Alvin Kamara,CPT,NO,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),7200,44081485,1.38,5.42,0.19,21.6,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/18573.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.23,,,,,
Terrance Ferguson,TE,LAR,Classic,9/10/2026,"Classic 9/9 8:20PM, 16 Games",3000,44038669,4.74,5.42,1.58,9,,,4.5,,,,,3,https://dkn.gs/sports/images/nfl/players/50/886170.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/10/2026,,,,,,,,,,,,,,,1.94,3,24.5,12.63,15.81,,0.17,,,,,
Mason Taylor,TE,NYJ,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),2800,44082160,4.84,5.41,1.73,8.4,,,9.5,,,,,3,https://dkn.gs/sports/images/nfl/players/50/886169.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,2.56,3.5,20.13,7.86,12.26,,0.15,,,,,
Mason Taylor,TE,NYJ,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",2800,43728283,4.84,5.41,1.73,8.4,,,9.5,,,,,3,https://dkn.gs/sports/images/nfl/players/50/886169.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,2.56,3.5,20.13,7.86,12.26,,0.15,,,,,
Mason Taylor,TE,NYJ,Early,9/13/2026,"Early 9/13 1:00PM, 8 Games",2800,44070286,4.84,5.41,1.73,8.4,,,9.5,,,,,3,https://dkn.gs/sports/images/nfl/players/50/886169.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,2.56,3.5,20.13,7.86,12.26,,0.15,,,,,
Behren Morton,CPT,NE,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 8:20PM ( @ ),9000,43782109,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/957838.png,,,,,,,9/9/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Milroe,CPT,SEA,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 8:20PM ( @ ),9000,43782110,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/857596.png,,,,,,,9/9/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Stetson Bennett IV,CPT,LAR,Showdown Captain Mode,9/10/2026,Showdown Captain Mode 9/10 8:35PM ( @ ),9000,44080778,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/706601.png,,,,,,,9/10/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Mac Jones,CPT,SF,Showdown Captain Mode,9/10/2026,Showdown Captain Mode 9/10 8:35PM ( @ ),9000,44080779,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/545017.png,,,,,,,9/10/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Ty Simpson,CPT,LAR,Showdown Captain Mode,9/10/2026,Showdown Captain Mode 9/10 8:35PM ( @ ),9000,44080780,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/954121.png,,,,,,,9/10/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthew Caldwell,CPT,LAR,Showdown Captain Mode,9/10/2026,Showdown Captain Mode 9/10 8:35PM ( @ ),9000,44080781,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/971154.png,,,,,,,9/10/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Kurtis Rourke,CPT,SF,Showdown Captain Mode,9/10/2026,Showdown Captain Mode 9/10 8:35PM ( @ ),9000,44080782,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/886044.png,,,,,,,9/10/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Behren Morton,CPT,NE,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 9:20PM ( @ ),9000,44068551,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/957838.png,,,,,,,9/9/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Milroe,CPT,SEA,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 9:20PM ( @ ),9000,44068552,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/857596.png,,,,,,,9/9/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Flacco,CPT,CIN,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),9000,44081993,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/18625.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Easton Stick,CPT,TB,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),9000,44081994,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/19336.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalon Daniels,CPT,TB,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),9000,44081995,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/957816.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Johnson,CPT,CIN,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),9000,44081996,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/19273.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean Clifford,CPT,CIN,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),9000,44081997,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/706623.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Spencer Rattler,CPT,NO,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),9000,44081477,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/787907.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Joshua Dobbs,CPT,DET,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),9000,44081478,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/20514.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke Altmyer,CPT,DET,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),9000,44081479,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/957834.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Wilson,CPT,NO,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),9000,44081480,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/557394.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Behren Morton,CPT,NE,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 9:50PM ( @ ),9000,44068659,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/957838.png,,,,,,,9/9/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Milroe,CPT,SEA,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 9:50PM ( @ ),9000,44068660,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/857596.png,,,,,,,9/9/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis Mills,CPT,HOU,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),9000,44082093,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/560620.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Shane Buechele,CPT,BUF,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),9000,44082094,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/561251.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Allen,CPT,BUF,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),9000,44082095,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/20328.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Graham Mertz,CPT,HOU,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),9000,44082096,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/886050.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Penix Jr.,CPT,ATL,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),9000,44081684,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/787659.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Strand,CPT,ATL,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),9000,44081685,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/973032.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Drew Allar,CPT,PIT,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),9000,44081686,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/954175.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Howard,CPT,PIT,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),9000,44081687,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/886042.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Mason Rudolph,CPT,PIT,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),9000,44081688,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/18793.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooper Rush,CPT,ATL,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),9000,44081689,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/18134.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Richardson Sr.,CPT,IND,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),9000,44081786,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/700234.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Riley Leonard,CPT,IND,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),9000,44081787,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/886041.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Huntley,CPT,BAL,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),9000,44081788,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/485720.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Fagnano,CPT,BAL,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),9000,44081789,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/957805.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Skylar Thompson,CPT,BAL,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),9000,44081790,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/641142.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Haynes King,CPT,CAR,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),9000,44081891,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/957810.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Case Keenum,CPT,CHI,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),9000,44081892,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/20263.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenny Pickett,CPT,CAR,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),9000,44081893,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/636978.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyson Bagent,CPT,CHI,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),9000,44081894,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/707496.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Shedeur Sanders,CPT,CLE,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),9000,44081582,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/874335.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Carter Bradley,CPT,JAX,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),9000,44081583,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/788253.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinn Ewers,CPT,JAX,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),9000,44081584,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/873579.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Dillon Gabriel,CPT,CLE,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),9000,44081585,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/874366.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylen Green,CPT,CLE,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),9000,44081586,0,5.4,0,27,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/957850.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
